"지도자
 안전교육
참석자",,강원석/안성진/정종섭/박형민/정상은/이효동/이상록/정신우/박미소/김소희/,,,,,,,,,,23명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,김다운/신용철/하지성/최윤호/유지현/김정은/김태우/정 훈/김범수/최누리/오승환/이한솔/하원혁/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지도자       안전교육  내용,,응급후송체계 숙지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,당직근무 철저,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,프로그램 전후 인솔 철저,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
참가자      안전교육     내용,,"화재, 방호, 천재지변 등 비상시 대처 요령 교육 및 비상대피로 안내",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"성희롱, 성폭력 방지 예방 교육 및 수호천사제도 안내",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,각 프로그램별 사전 안전교육 실시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중점업무     사항,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육/세미나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강의/출장,,"전남대학교 지구교육과 망원경 점검 협조(2.4. 형민, 태우)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기타,,원장님 저녁(2.6. 훈 소희 용철 누리 미소 신우 원혁 정은),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"업무회의(2.6., 우주활동부)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일자,,2.3.(월),,,/소희 윤호(오후)/태우 최근,,,,,,,,,,,REV:,2020-02-17 22:52,,,,,,,,,,  정은 형민 다운 / 지현,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
사업/단체,,둥근세상만들기캠프 2차_담당자: 정상은,,,,,,,,,,,,월례조회(09:30~),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
학년/인원,,"초4~6/45명, 인솔5명",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육/장소,,신우- 범수 훈/여(영) 맺(세),,,,,,,,,,,,NYSC현장실습(7명),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
입퇴소보조,," 체온측정: 지현, 형민, 한솔, 근용, 정은",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
특이사항,,통영시방과후아카데미 29명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,양산웅산지역아동센터 16명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
구분,,"통영(29),양산(13)",,,,,,실습(7명): 윤.호 소.희 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"방송, 식사지도: 상.록",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:30~17:40,,장비체험/SOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
담당,,  정은 형민 다운 / 지현,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비고/장소,,(영)MW MMU 4D/SOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00~20:30,,대기비행의 원리와 종이비행기 실험,,,,,,"방송, 식사지도: 상.은",,,,,,천문대 관측(월),,,사업/단체,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
담당,,효동,,,,,,,,,,,,태우,,,학년/인원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보조,,상은,,,,,,,,,,,,,,,안전/포토,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
비고/장소,,영상관,,,,,,,,,,,,,,,구분/과정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당직,,,,,훈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
일자,,2.4.(화),,,/훈/소희 태우 형민/최근,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:30~11:40,,우주착륙선 설계,,,,,,"방송(9시), 식사지도: 윤.호",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
담당,,지성,,,,,,체온측정: 보조 효.동 다.운 원.혁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보조,,미소,,,,,,,,,,,,,,,전,,,,,월요일-금요일 통합,,,,,7일 통합,,,,,,,,,,,,,,,,,,,,,,
비고/장소,,세미나실,,,,,,,,,,,,,,,담당,보조,근무,야근,,담당,보조,근무,야근,장비,근무,,,야근,,,장비,,,안전교육,,,방송,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:10~15:20,,회전하는 물체 그리고 공전,,,,,,,,,,,,,,원석,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,
담당,,누리,,,,,,,,,,,,,,성진,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,
보조,,한솔,,,,,,,,,,,,,,종섭,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,
비고/장소,,영상관,,,,,,,,,,,,,,형민,1,0,2,0,,1,0,2,0,1,2,,,0,,,1,,,0,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:30~17:40,,GPS 오리엔티어링,,,,,,,,,,,,,,효동,1,1,3,1,,1,1,3,1,0,3,,,1,,,0,,,0,,,0,,,,,,,,,,
담당,,신우,,,,,,,,,,,,,,상은,0,2,2,1,,0,2,2,1,0,2,,,1,,,0,,,0,,,1,,,,,,,,,,
보조,,상은 승환 #근용,,,,,,,,,,,,,,준범,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,
비고/장소,,영상관,,,,,,,,,,,,,,aaa,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00~20:30,,천체투영관에서 본 하늘,,,,,,"방송, 식사지도: 지.성",,,,,,천문대 관측(화),,최근,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,
담당,,신우,,,,,,,,,,,,태우,,상록,0,1,1,1,,0,1,1,1,0,1,,,1,,,0,,,0,,,1,,,,,,,,,,
보조,,지성 상록 ,,,,,,,,,,,,,,신우,2,0,4,1,,2,0,4,1,0,4,,,1,,,0,,,1,,,0,,,,,,,,,,
비고/장소,,천체투영관/하늘전망대,,,,,,,,,,,,,,다운,1,0,2,0,,1,0,2,0,1,2,,,0,,,1,,,0,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
당직,,,,,정은,,,,,,,,,,,지성,1,1,3,1,,1,1,3,1,0,3,,,1,,,0,,,0,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,용철,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,
일자,,2.5.(수),,,/정은/소희 지현(오전)/최근,,,,,,,,,,,윤호,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:15~11:25,,대기비행의 안전성과폼로켓,,,,,,"방송(9시), 식사지도: 신.우 형.민",,,,,,천문대 관측(수),,정은,1,0,2,0,,1,0,2,0,1,2,,,0,,,1,,,0,,,0,,,,,,,,,,
담당,,미소,,,,,,"체온측정: 윤.호, 용.철",,,,,,태우,,지현,1,0,2,0,,1,0,2,0,1,2,,,0,,,1,,,0,,,0,,,,,,,,,,
보조,,효동,,,,,,,,,,,,,,태우,3,0,6,2,,3,0,6,2,0,6,,,2,,,0,,,0,,,0,,,,,,,,,,
비고/장소,,세미나실,,,,,,당직: 형.민,,,,,,,,훈,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0.5,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,누리,1,0,2,0,,1,0,2,0,0,2,,,0,,,0,,,0,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,미소,1,1,3,0,,1,1,3,0,0,3,,,0,,,0,,,0,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,범수,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0.5,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,원혁,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,승환,0,1,1,0,,0,1,1,0,0,1,,,0,,,0,,,0,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,한솔,0,1,1,0,,0,1,1,0,0,1,,,0,,,0,,,0,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,소희,0,0,0,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,근용,0,1,1,0,,0,1,1,0,0,1,,,0,,,0,,,0,,,0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,후,,,,,월요일-금요일 통합,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:10~15:20,칸위치 변경하지 말 것
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,담당,보조,근무,야근,,담당,보조,근무,야근,장비,,,,,,,,,,,,,,월,화,수,목,금,토,일,횟수,담당,
,,,,,,,,,,,,,,,,원석,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,원석,0,0,0,0,0,0,0,0,보조,
,,,,,,,,,,,,,,,,성진,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,성진,0,0,0,0,0,0,0,0,장소,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,종섭,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,종섭,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,형민,0,0,0,0,,1,0,2,0,1,,,,,,,,,,,,,형민,1,0,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,효동,0,0,0,0,,1,1,3,1,0,,,,,,,,,,,,,효동,1,0,1,0,0,0,0,2,,
,,,,,,,,,,,,,,,,상은,0,0,0,0,,0,2,2,1,0,,,,,,,,,,,,,상은,1,1,0,0,0,0,0,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,준범,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,준범,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,aaa,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,aaa,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,최근,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,최근,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,상록,0,0,0,0,,0,1,1,1,0,,,,,,,,,,,,,상록,0,1,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,신우,0,0,0,0,,2,0,4,1,0,,,,,,,,,,,,,신우,0,2,0,0,0,0,0,2,,
,,,,,,,,,,,,,,,,다운,0,0,0,0,,1,0,2,0,1,,,,,,,,,,,,,다운,1,0,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,지성,0,0,0,0,,1,1,3,1,0,,,,,,,,,,,,,지성,0,2,0,0,0,0,0,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,용철,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,용철,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,윤호,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,윤호,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,정은,0,0,0,0,,1,0,2,0,1,,,,,,,,,,,,,정은,1,0,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,지현,0,0,0,0,,1,0,2,0,1,,,,,,,,,,,,,지현,1,0,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,태우,0,0,0,0,,3,0,6,2,0,,,,,,,,,,,,,태우,1,1,1,0,0,0,0,3,,
,,,,,,,,,,,,,,,,훈,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,훈,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,누리,0,0,0,0,,1,0,2,0,0,,,,,,,,,,,,,누리,0,1,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,미소,0,0,0,0,,1,1,3,0,0,,,,,,,,,,,,,미소,0,1,1,0,0,0,0,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,범수,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,범수,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,원혁,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,원혁,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,승환,0,0,0,0,,0,1,1,0,0,,,,,,,,,,,,,승환,0,1,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,한솔,0,0,0,0,,0,1,1,0,0,,,,,,,,,,,,,한솔,0,1,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,소희,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,소희,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,근용,0,0,0,0,,0,1,1,0,0,,,,,,,,,,,,,근용,0,1,0,0,0,0,0,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,휴일,담당,보조,근무,야근,,장비,,T,T,T,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,원석,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,성진,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,종섭,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,형민,0,0,0,0,,0,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,효동,0,0,0,0,,0,,3,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,상은,0,0,0,0,,0,,2,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,준범,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,aaa,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,최근,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,상록,0,0,0,0,,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,신우,0,0,0,0,,0,,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,다운,0,0,0,0,,0,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,지성,0,0,0,0,,0,,3,1,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,용철,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,윤호,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,정은,0,0,0,0,,0,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,지현,0,0,0,0,,0,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,태우,0,0,0,0,,0,,6,2,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,훈,0,0,0,0,,0,,6,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,누리,0,0,0,0,,0,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,미소,0,0,0,0,,0,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,범수,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,원혁,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,승환,0,0,0,0,,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,한솔,0,0,0,0,,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,소희,0,0,0,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,근용,0,0,0,0,,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
